Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   78500/251753      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<long long, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<long long, false>*) [309]
                0.00    0.00   82648/251753      std::_Hashtable<long long, long long, std::allocator<long long>, std::__detail::_Identity, std::equal_to<long long>, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [42]
[148]    0.0    0.00    0.00  251753         std::__detail::_Hash_node<long long, false>::_M_next() const [148]
-----------------------------------------------
                0.00    0.00       1/246301      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_get_insert_unique_pos(std::vector<int, std::allocator<int> > const&) [59]
                0.00    0.00    1262/246301      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::vector<int, std::allocator<int> > const, int> >*) [92]
                0.00    0.00    1264/246301      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::vector<int, std::allocator<int> > const&) [31]
                0.00    0.00  243774/246301      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::lower_bound(std::vector<int, std::allocator<int> > const&) [7]
[149]    0.0    0.00    0.00  246301         std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_end() [149]
-----------------------------------------------
                0.00    0.00   78513/245713      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(long long const&, unsigned long, unsigned long) const [184]
                0.00    0.00  167200/245713      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<long long, false> const*, unsigned long) const [74]
[150]    0.0    0.00    0.00  245713         std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [150]
                0.00    0.00  245713/245713      std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_M_cget() const [152]
-----------------------------------------------
                0.00    0.00   78513/245713      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(long long const&, unsigned long, unsigned long) const [184]
                0.00    0.00  167200/245713      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<long long, false> const*, unsigned long) const [74]
[151]    0.0    0.00    0.00  245713         std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [151]
-----------------------------------------------
                0.00    0.00  245713/245713      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [150]
[152]    0.0    0.00    0.00  245713         std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_M_cget() const [152]
-----------------------------------------------
                0.00    0.00   78500/245700      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(long long const&) const [192]
                0.00    0.00  167200/245700      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<long long, false> const*, unsigned long) const [74]
[153]    0.0    0.00    0.00  245700         std::hash<long long>::operator()(long long) const [153]
-----------------------------------------------
                0.00    0.00   78500/245700      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(long long const&) const [192]
                0.00    0.00  167200/245700      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<long long, false> const*, unsigned long) const [74]
[154]    0.0    0.00    0.00  245700         std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [154]
                0.00    0.00  245700/245700      std::__detail::_Hashtable_ebo_helper<1, std::hash<long long>, true>::_M_cget() const [155]
-----------------------------------------------
                0.00    0.00  245700/245700      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [154]
[155]    0.0    0.00    0.00  245700         std::__detail::_Hashtable_ebo_helper<1, std::hash<long long>, true>::_M_cget() const [155]
-----------------------------------------------
                0.00    0.00   78500/245700      std::pair<std::__detail::_Node_iterator<long long, true, false>, bool> std::_Hashtable<long long, long long, std::allocator<long long>, std::__detail::_Identity, std::equal_to<long long>, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<long long, false> > > >(long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<long long, false> > > const&, std::integral_constant<bool, true>, unsigned long) [38]
                0.00    0.00  167200/245700      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<long long, false> const*, unsigned long) const [74]
[156]    0.0    0.00    0.00  245700         long long const& std::__detail::_Identity::operator()<long long const&>(long long const&) const [156]
                0.00    0.00  245700/638200      long long const& std::forward<long long const&>(std::remove_reference<long long const&>::type&) [133]
-----------------------------------------------
                0.00    0.00  245039/245039      int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [161]
[157]    0.0    0.00    0.00  245039         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [157]
-----------------------------------------------
                0.00    0.00       1/245039      std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [294]
                0.00    0.00  245038/245039      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [29]
[158]    0.0    0.00    0.00  245039         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [158]
                0.00    0.00  245039/490078      std::allocator<int>::allocator(std::allocator<int> const&) [135]
                0.00    0.00  245039/488813      std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [143]
-----------------------------------------------
                0.00    0.00       1/245039      int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [316]
                0.00    0.00  245038/245039      int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
[159]    0.0    0.00    0.00  245039         int* std::__niter_wrap<int*>(int* const&, int*) [159]
-----------------------------------------------
                0.00    0.00       1/245039      int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [316]
                0.00    0.00  245038/245039      int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
[160]    0.0    0.00    0.00  245039         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [160]
                0.00    0.00  245039/245039      int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [161]
-----------------------------------------------
                0.00    0.00  245039/245039      int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [160]
[161]    0.0    0.00    0.00  245039         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [161]
                0.00    0.00  245039/245039      int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [157]
-----------------------------------------------
                0.00    0.00  245038/245038      __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [57]
[162]    0.0    0.00    0.00  245038         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [162]
                0.00    0.00  245038/490078      std::allocator<int>::allocator(std::allocator<int> const&) [135]
-----------------------------------------------
                0.00    0.00       1/243776      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::~_Rb_tree() [99]
                0.00    0.00       1/243776      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_get_insert_unique_pos(std::vector<int, std::allocator<int> > const&) [59]
                0.00    0.00  243774/243776      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::lower_bound(std::vector<int, std::allocator<int> > const&) [7]
[163]    0.0    0.00    0.00  243776         std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_begin() [163]
-----------------------------------------------
                0.00    0.00  243775/243775      std::allocator<int>::allocator() [165]
[164]    0.0    0.00    0.00  243775         __gnu_cxx::new_allocator<int>::new_allocator() [164]
-----------------------------------------------
                0.00    0.00       1/243775      solve(int) [2]
                0.00    0.00  243774/243775      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [167]
[165]    0.0    0.00    0.00  243775         std::allocator<int>::allocator() [165]
                0.00    0.00  243775/243775      __gnu_cxx::new_allocator<int>::new_allocator() [164]
-----------------------------------------------
                0.00    0.00       1/243775      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_get_insert_unique_pos(std::vector<int, std::allocator<int> > const&) [59]
                0.00    0.00  243774/243775      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::operator[](std::vector<int, std::allocator<int> > const&) [4]
[166]    0.0    0.00    0.00  243775         std::operator==(std::_Rb_tree_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> > const&, std::_Rb_tree_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> > const&) [166]
-----------------------------------------------
                0.00    0.00  243774/243774      std::_Vector_base<int, std::allocator<int> >::_Vector_base() [168]
[167]    0.0    0.00    0.00  243774         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [167]
                0.00    0.00  243774/243775      std::allocator<int>::allocator() [165]
                0.00    0.00  243774/488813      std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [143]
-----------------------------------------------
                0.00    0.00  243774/243774      std::vector<int, std::allocator<int> >::vector() [170]
[168]    0.0    0.00    0.00  243774         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [168]
                0.00    0.00  243774/243774      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [167]
-----------------------------------------------
                0.00    0.00  243774/243774      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::operator[](std::vector<int, std::allocator<int> > const&) [4]
[169]    0.0    0.00    0.00  243774         std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::end() [169]
                0.00    0.00  243774/243774      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::end() [171]
-----------------------------------------------
                0.00    0.00  243774/243774      solve(int) [2]
[170]    0.0    0.00    0.00  243774         std::vector<int, std::allocator<int> >::vector() [170]
                0.00    0.00  243774/243774      std::_Vector_base<int, std::allocator<int> >::_Vector_base() [168]
-----------------------------------------------
                0.00    0.00  243774/243774      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::end() [169]
[171]    0.0    0.00    0.00  243774         std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::end() [171]
                0.00    0.00  243774/490078      std::_Rb_tree_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [136]
-----------------------------------------------
                0.00    0.00  243722/243722      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::operator[](std::vector<int, std::allocator<int> > const&) [4]
[172]    0.0    0.00    0.00  243722         std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::key_comp() const [172]
                0.00    0.00  243722/243722      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::key_comp() const [173]
-----------------------------------------------
                0.00    0.00  243722/243722      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::key_comp() const [172]
[173]    0.0    0.00    0.00  243722         std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::key_comp() const [173]
-----------------------------------------------
                0.00    0.00  199867/199867      std::__detail::_Hash_node_value_base<long long>::_M_valptr() [176]
[174]    0.0    0.00    0.00  199867         __gnu_cxx::__aligned_buffer<long long>::_M_ptr() [174]
                0.00    0.00  199867/199867      __gnu_cxx::__aligned_buffer<long long>::_M_addr() [175]
-----------------------------------------------
                0.00    0.00  199867/199867      __gnu_cxx::__aligned_buffer<long long>::_M_ptr() [174]
[175]    0.0    0.00    0.00  199867         __gnu_cxx::__aligned_buffer<long long>::_M_addr() [175]
-----------------------------------------------
                0.00    0.00   42867/199867      std::__detail::_Hash_node_value_base<long long>::_M_v() [222]
                0.00    0.00   78500/199867      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<long long, false> > >::_M_deallocate_node(std::__detail::_Hash_node<long long, false>*) [208]
                0.00    0.00   78500/199867      std::__detail::_Hash_node<long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<long long, false> > >::_M_allocate_node<long long const&>(long long const&) [207]
[176]    0.0    0.00    0.00  199867         std::__detail::_Hash_node_value_base<long long>::_M_valptr() [176]
                0.00    0.00  199867/199867      __gnu_cxx::__aligned_buffer<long long>::_M_ptr() [174]
-----------------------------------------------
                0.00    0.00  167200/167200      std::__detail::_Hash_node_value_base<long long>::_M_valptr() const [180]
[177]    0.0    0.00    0.00  167200         __gnu_cxx::__aligned_buffer<long long>::_M_ptr() const [177]
                0.00    0.00  167200/167200      __gnu_cxx::__aligned_buffer<long long>::_M_addr() const [178]
-----------------------------------------------
                0.00    0.00  167200/167200      __gnu_cxx::__aligned_buffer<long long>::_M_ptr() const [177]
[178]    0.0    0.00    0.00  167200         __gnu_cxx::__aligned_buffer<long long>::_M_addr() const [178]
-----------------------------------------------
                0.00    0.00  167200/167200      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<long long, false> const*, unsigned long) const [74]
[179]    0.0    0.00    0.00  167200         std::__detail::_Hash_node_value_base<long long>::_M_v() const [179]
                0.00    0.00  167200/167200      std::__detail::_Hash_node_value_base<long long>::_M_valptr() const [180]
-----------------------------------------------
                0.00    0.00  167200/167200      std::__detail::_Hash_node_value_base<long long>::_M_v() const [179]
[180]    0.0    0.00    0.00  167200         std::__detail::_Hash_node_value_base<long long>::_M_valptr() const [180]
                0.00    0.00  167200/167200      __gnu_cxx::__aligned_buffer<long long>::_M_ptr() const [177]
-----------------------------------------------
                0.00    0.00   80400/80400       solve(int) [2]
[181]    0.0    0.00    0.00   80400         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [181]
-----------------------------------------------
                0.00    0.00   80400/80400       solve(int) [2]
[182]    0.0    0.00    0.00   80400         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [182]
-----------------------------------------------
                0.00    0.00      13/78513       std::_Hashtable<long long, long long, std::allocator<long long>, std::__detail::_Identity, std::equal_to<long long>, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(long long const&, unsigned long, unsigned long, std::__detail::_Hash_node<long long, false>*, unsigned long) [41]
                0.00    0.00   78500/78513       std::pair<std::__detail::_Node_iterator<long long, true, false>, bool> std::_Hashtable<long long, long long, std::allocator<long long>, std::__detail::_Identity, std::equal_to<long long>, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<long long, false> > > >(long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<long long, false> > > const&, std::integral_constant<bool, true>, unsigned long) [38]
[183]    0.0    0.00    0.00   78513         std::_Hashtable<long long, long long, std::allocator<long long>, std::__detail::_Identity, std::equal_to<long long>, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(long long const&, unsigned long) const [183]
                0.00    0.00   78513/78513       std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(long long const&, unsigned long, unsigned long) const [184]
-----------------------------------------------
                0.00    0.00   78513/78513       std::_Hashtable<long long, long long, std::allocator<long long>, std::__detail::_Identity, std::equal_to<long long>, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(long long const&, unsigned long) const [183]
[184]    0.0    0.00    0.00   78513         std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(long long const&, unsigned long, unsigned long) const [184]
                0.00    0.00   78513/245713      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [150]
                0.00    0.00   78513/245713      std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [151]
-----------------------------------------------
                0.00    0.00       1/78501       std::_Hashtable<long long, long long, std::allocator<long long>, std::__detail::_Identity, std::equal_to<long long>, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable() [293]
                0.00    0.00   78500/78501       std::__detail::_Hash_node_value_base<long long>::_Hash_node_value_base() [211]
[185]    0.0    0.00    0.00   78501         std::__detail::_Hash_node_base::_Hash_node_base() [185]
-----------------------------------------------
                0.00    0.00   78500/78500       std::allocator_traits<std::allocator<std::__detail::_Hash_node<long long, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<long long, false> >&, std::__detail::_Hash_node<long long, false>*, unsigned long) [198]
[186]    0.0    0.00    0.00   78500         __gnu_cxx::new_allocator<std::__detail::_Hash_node<long long, false> >::deallocate(std::__detail::_Hash_node<long long, false>*, unsigned long) [186]
-----------------------------------------------
                0.00    0.00   78500/78500       void std::allocator_traits<std::allocator<std::__detail::_Hash_node<long long, false> > >::destroy<long long>(std::allocator<std::__detail::_Hash_node<long long, false> >&, long long*) [199]
[187]    0.0    0.00    0.00   78500         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<long long, false> >::destroy<long long>(long long*) [187]
-----------------------------------------------
                0.00    0.00   78500/78500       std::allocator_traits<std::allocator<std::__detail::_Hash_node<long long, false> > >::allocate(std::allocator<std::__detail::_Hash_node<long long, false> >&, unsigned long) [200]
[188]    0.0    0.00    0.00   78500         __gnu_cxx::new_allocator<std::__detail::_Hash_node<long long, false> >::allocate(unsigned long, void const*) [188]
                0.00    0.00   78500/78500       __gnu_cxx::new_allocator<std::__detail::_Hash_node<long long, false> >::_M_max_size() const [190]
-----------------------------------------------
                0.00    0.00   78500/78500       void std::allocator_traits<std::allocator<std::__detail::_Hash_node<long long, false> > >::construct<long long, long long const&>(std::allocator<std::__detail::_Hash_node<long long, false> >&, long long*, long long const&) [201]
[189]    0.0    0.00    0.00   78500         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<long long, false> >::construct<long long, long long const&>(long long*, long long const&) [189]
                0.00    0.00   78500/638200      long long const& std::forward<long long const&>(std::remove_reference<long long const&>::type&) [133]
                0.00    0.00   78500/1378398     operator new(unsigned long, void*) [126]
-----------------------------------------------
                0.00    0.00   78500/78500       __gnu_cxx::new_allocator<std::__detail::_Hash_node<long long, false> >::allocate(unsigned long, void const*) [188]
[190]    0.0    0.00    0.00   78500         __gnu_cxx::new_allocator<std::__detail::_Hash_node<long long, false> >::_M_max_size() const [190]
-----------------------------------------------
                0.00    0.00   78500/78500       std::pair<std::__detail::_Node_iterator<long long, true, false>, bool> std::_Hashtable<long long, long long, std::allocator<long long>, std::__detail::_Identity, std::equal_to<long long>, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<long long, false> > > >(long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<long long, false> > > const&, std::integral_constant<bool, true>, unsigned long) [38]
[191]    0.0    0.00    0.00   78500         std::__detail::_Hash_node<long long, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<long long, false> > >::operator()<long long const&>(long long const&) const [191]
                0.00    0.00   78500/638200      long long const& std::forward<long long const&>(std::remove_reference<long long const&>::type&) [133]
                0.00    0.00   78500/78500       std::__detail::_Hash_node<long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<long long, false> > >::_M_allocate_node<long long const&>(long long const&) [207]
-----------------------------------------------
                0.00    0.00   78500/78500       std::pair<std::__detail::_Node_iterator<long long, true, false>, bool> std::_Hashtable<long long, long long, std::allocator<long long>, std::__detail::_Identity, std::equal_to<long long>, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<long long, false> > > >(long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<long long, false> > > const&, std::integral_constant<bool, true>, unsigned long) [38]
[192]    0.0    0.00    0.00   78500         std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(long long const&) const [192]
                0.00    0.00   78500/245700      std::__detail::_Hash_code_base<long long, long long, std::__detail::_Identity, std::hash<long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [154]
                0.00    0.00   78500/245700      std::hash<long long>::operator()(long long) const [153]
-----------------------------------------------
