Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.77     0.00        1     0.00     0.00  int* std::__uninitialized_copy_a<int const*, int*, int>(int const*, int const*, int*, std::allocator<int>&)
  0.00      0.77     0.00        1     0.00     0.00  int* std::copy<int const*, int*>(int const*, int const*, int*)
  0.00      0.77     0.00        1     0.00     0.00  std::iterator_traits<int const*>::difference_type std::distance<int const*>(int const*, int const*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 1.30% of 0.77 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     98.7    0.00    0.76                 main [1]
                0.01    0.72       1/1           solve(int) [2]
                0.01    0.02       1/1           erat() [27]
-----------------------------------------------
                0.01    0.72       1/1           main [1]
[2]     94.8    0.01    0.72       1         solve(int) [2]
                0.03    0.41  243774/243774      check(std::vector<int, std::allocator<int> >) [3]
                0.00    0.22 1218870/1218870     std::vector<int, std::allocator<int> >::push_back(int const&) [10]
                0.01    0.04  243774/245038      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [20]
                0.00    0.01  487549/488813      std::vector<int, std::allocator<int> >::~vector() [63]
                0.00    0.00  100500/100500      bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [83]
                0.00    0.00   20100/995196      std::vector<int, std::allocator<int> >::begin() [44]
                0.00    0.00   20100/995196      std::vector<int, std::allocator<int> >::end() [66]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [103]
                0.00    0.00  243774/243774      std::vector<int, std::allocator<int> >::vector() [170]
                0.00    0.00   80400/80400       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [182]
                0.00    0.00   80400/80400       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [181]
                0.00    0.00       1/243775      std::allocator<int>::allocator() [165]
                0.00    0.00       1/733853      std::allocator<int>::~allocator() [132]
-----------------------------------------------
                0.03    0.41  243774/243774      solve(int) [2]
[3]     57.4    0.03    0.41  243774         check(std::vector<int, std::allocator<int> >) [3]
                0.00    0.34  243774/243774      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::operator[](std::vector<int, std::allocator<int> > const&) [4]
                0.04    0.00 12188700/12188700     std::vector<int, std::allocator<int> >::operator[](unsigned long) [22]
                0.03    0.00 14626440/18771862     std::vector<int, std::allocator<int> >::size() const [21]
-----------------------------------------------
                0.00    0.34  243774/243774      check(std::vector<int, std::allocator<int> >) [3]
[4]     44.2    0.00    0.34  243774         std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::operator[](std::vector<int, std::allocator<int> > const&) [4]
                0.00    0.29  243774/243774      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::lower_bound(std::vector<int, std::allocator<int> > const&) [6]
                0.00    0.02  243722/3351775     std::less<std::vector<int, std::allocator<int> > >::operator()(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) const [5]
                0.00    0.02    1264/1264        std::_Rb_tree_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> > std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::vector<int, std::allocator<int> > const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::piecewise_construct_t const&, std::tuple<std::vector<int, std::allocator<int> > const&>&&, std::tuple<>&&) [30]
                0.01    0.00  487496/487496      std::_Rb_tree_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> >::operator*() const [56]
                0.00    0.00  243774/243774      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::end() [169]
                0.00    0.00  243774/243775      std::operator==(std::_Rb_tree_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> > const&, std::_Rb_tree_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> > const&) [166]
                0.00    0.00  243722/243722      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::key_comp() const [172]
                0.00    0.00    1264/1264        std::tuple<std::vector<int, std::allocator<int> > const&>::tuple<true, true>(std::vector<int, std::allocator<int> > const&) [243]
                0.00    0.00    1264/1264        std::_Rb_tree_const_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> > const&) [241]
-----------------------------------------------
                0.00    0.00    1261/3351775     std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::vector<int, std::allocator<int> > const, int> >*) [92]
                0.00    0.00    2475/3351775     std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::vector<int, std::allocator<int> > const&) [31]
                0.00    0.02  243722/3351775     std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::operator[](std::vector<int, std::allocator<int> > const&) [4]
                0.02    0.25 3104317/3351775     std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::vector<int, std::allocator<int> > const, int> >*, std::_Rb_tree_node_base*, std::vector<int, std::allocator<int> > const&) [8]
[5]     37.7    0.02    0.27 3351775         std::less<std::vector<int, std::allocator<int> > >::operator()(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) const [5]
                0.00    0.27 3351775/3351775     bool std::operator< <int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [9]
-----------------------------------------------
                0.00    0.29  243774/243774      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::operator[](std::vector<int, std::allocator<int> > const&) [4]
[6]     37.5    0.00    0.29  243774         std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::lower_bound(std::vector<int, std::allocator<int> > const&) [6]
                0.00    0.29  243774/243774      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::lower_bound(std::vector<int, std::allocator<int> > const&) [7]
-----------------------------------------------
                0.00    0.29  243774/243774      std::map<std::vector<int, std::allocator<int> >, int, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::lower_bound(std::vector<int, std::allocator<int> > const&) [6]
[7]     37.5    0.00    0.29  243774         std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::lower_bound(std::vector<int, std::allocator<int> > const&) [7]
                0.01    0.28  243774/243774      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::vector<int, std::allocator<int> > const, int> >*, std::_Rb_tree_node_base*, std::vector<int, std::allocator<int> > const&) [8]
                0.00    0.00  243774/246301      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_end() [149]
                0.00    0.00  243774/243776      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_begin() [163]
-----------------------------------------------
                0.01    0.28  243774/243774      std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::lower_bound(std::vector<int, std::allocator<int> > const&) [7]
[8]     37.5    0.01    0.28  243774         std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::vector<int, std::allocator<int> > const, int> >*, std::_Rb_tree_node_base*, std::vector<int, std::allocator<int> > const&) [8]
                0.02    0.25 3104317/3351775     std::less<std::vector<int, std::allocator<int> > >::operator()(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) const [5]
                0.00    0.01 3104317/3110578     std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_S_key(std::_Rb_tree_node<std::pair<std::vector<int, std::allocator<int> > const, int> > const*) [48]
                0.00    0.00 1864187/1866663     std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_S_right(std::_Rb_tree_node_base*) [125]
                0.00    0.00 1240130/1241394     std::_Rb_tree<std::vector<int, std::allocator<int> >, std::pair<std::vector<int, std::allocator<int> > const, int>, std::_Select1st<std::pair<std::vector<int, std::allocator<int> > const, int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::pair<std::vector<int, std::allocator<int> > const, int> > >::_S_left(std::_Rb_tree_node_base*) [127]
                0.00    0.00  243774/490078      std::_Rb_tree_iterator<std::pair<std::vector<int, std::allocator<int> > const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [136]
-----------------------------------------------
                0.00    0.27 3351775/3351775     std::less<std::vector<int, std::allocator<int> > >::operator()(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) const [5]
[9]     35.1    0.00    0.27 3351775         bool std::operator< <int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [9]
                0.00    0.17 3351775/3351775     bool std::lexicographical_compare<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [12]
                0.04    0.03 6703550/6948588     std::vector<int, std::allocator<int> >::begin() const [17]
                0.01    0.03 6703550/6948588     std::vector<int, std::allocator<int> >::end() const [25]
-----------------------------------------------
                0.00    0.22 1218870/1218870     solve(int) [2]
[10]    28.4    0.00    0.22 1218870         std::vector<int, std::allocator<int> >::push_back(int const&) [10]
                0.06    0.15  975096/975096      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
                0.00    0.00  975096/995196      std::vector<int, std::allocator<int> >::end() [66]
                0.00    0.00  243774/1218870     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [55]
-----------------------------------------------
                0.06    0.15  975096/975096      std::vector<int, std::allocator<int> >::push_back(int const&) [10]
[11]    27.5    0.06    0.15  975096         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
                0.02    0.05  975096/975096      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [16]
                0.00    0.02 1950192/1950192     std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [33]
                0.01    0.00  975096/995196      std::vector<int, std::allocator<int> >::begin() [44]
                0.00    0.01  975096/1463909     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [35]
                0.01    0.00 1950192/1950192     std::vector<int, std::allocator<int> >::_S_use_relocate() [51]
                0.00    0.01  975096/1218870     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [55]
                0.01    0.00  975096/1220135     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [53]
                0.00    0.00 1950192/4101384     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [46]
                0.00    0.00  975096/975096      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [73]
                0.00    0.00 1950192/2684045     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [119]
                0.00    0.00  975096/3412836     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [112]
-----------------------------------------------
                0.00    0.17 3351775/3351775     bool std::operator< <int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [9]
[12]    21.9    0.00    0.17 3351775         bool std::lexicographical_compare<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [12]
                0.01    0.13 3351775/3351775     bool std::__lexicographical_compare_aux<int const*, int const*>(int const*, int const*, int const*, int const*) [13]
                0.01    0.02 13407100/13897176     int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [26]
-----------------------------------------------
                0.01    0.13 3351775/3351775     bool std::lexicographical_compare<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [12]
[13]    18.2    0.01    0.13 3351775         bool std::__lexicographical_compare_aux<int const*, int const*>(int const*, int const*, int const*, int const*) [13]
                0.01    0.12 3351775/3351775     bool std::__lexicographical_compare<false>::__lc<int const*, int const*>(int const*, int const*, int const*, int const*) [14]
-----------------------------------------------
                0.01    0.12 3351775/3351775     bool std::__lexicographical_compare_aux<int const*, int const*>(int const*, int const*, int const*, int const*) [13]
[14]    16.9    0.01    0.12 3351775         bool std::__lexicographical_compare<false>::__lc<int const*, int const*>(int const*, int const*, int const*, int const*) [14]
                0.05    0.07 3351775/3351775     bool std::__lexicographical_compare_impl<int const*, int const*, __gnu_cxx::__ops::_Iter_less_iter>(int const*, int const*, int const*, int const*, __gnu_cxx::__ops::_Iter_less_iter) [15]
                0.00    0.00 3351775/3351775     __gnu_cxx::__ops::__iter_less_iter() [113]
-----------------------------------------------
                0.05    0.07 3351775/3351775     bool std::__lexicographical_compare<false>::__lc<int const*, int const*>(int const*, int const*, int const*, int const*) [14]
[15]    15.6    0.05    0.07 3351775         bool std::__lexicographical_compare_impl<int const*, int const*, __gnu_cxx::__ops::_Iter_less_iter>(int const*, int const*, int const*, int const*, __gnu_cxx::__ops::_Iter_less_iter) [15]
                0.06    0.00 16870776/16870776     bool __gnu_cxx::__ops::_Iter_less_iter::operator()<int const*, int const*>(int const*, int const*) const [18]
                0.01    0.00 9369325/9369325     bool std::__lc_rai<std::random_access_iterator_tag, std::random_access_iterator_tag>::__cnd2<int const*>(int const*, int const*) [45]
                0.00    0.00 3351775/3351775     int const* std::__lc_rai<std::random_access_iterator_tag, std::random_access_iterator_tag>::__newlast1<int const*, int const*>(int const*, int const*, int const*, int const*) [114]
-----------------------------------------------
                0.02    0.05  975096/975096      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [11]
[16]     8.9    0.02    0.05  975096         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [16]
                0.00    0.04 1950192/1950192     std::vector<int, std::allocator<int> >::max_size() const [24]
                0.01    0.00 3900384/18771862     std::vector<int, std::allocator<int> >::size() const [21]
                0.00    0.00  975096/975096      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [130]
-----------------------------------------------
                0.00    0.00  245038/6948588     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [20]
                0.04    0.03 6703550/6948588     bool std::operator< <int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [9]
[17]     8.8    0.04    0.03 6948588         std::vector<int, std::allocator<int> >::begin() const [17]
                0.03    0.00 6948588/13897176     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [19]
-----------------------------------------------
                0.06    0.00 16870776/16870776     bool std::__lexicographical_compare_impl<int const*, int const*, __gnu_cxx::__ops::_Iter_less_iter>(int const*, int const*, int const*, int const*, __gnu_cxx::__ops::_Iter_less_iter) [15]
[18]     7.8    0.06    0.00 16870776         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<int const*, int const*>(int const*, int const*) const [18]
-----------------------------------------------
                0.03    0.00 6948588/13897176     std::vector<int, std::allocator<int> >::begin() const [17]
                0.03    0.00 6948588/13897176     std::vector<int, std::allocator<int> >::end() const [25]
[19]     7.1    0.06    0.00 13897176         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [19]
-----------------------------------------------
                0.00    0.00    1264/245038      std::pair<std::vector<int, std::allocator<int> > const, int>::pair<std::vector<int, std::allocator<int> > const&, 0ul>(std::tuple<std::vector<int, std::allocator<int> > const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [89]
                0.01    0.04  243774/245038      solve(int) [2]
[20]     6.8    0.01    0.04  245038         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [20]
                0.00    0.02  245038/245038      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [29]
                0.01    0.00  245038/245038      __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [57]
                0.00    0.01  245038/245038      int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [65]
                0.00    0.00  245038/6948588     std::vector<int, std::allocator<int> >::begin() const [17]
                0.00    0.00  245038/6948588     std::vector<int, std::allocator<int> >::end() const [25]
                0.00    0.00  245038/18771862     std::vector<int, std::allocator<int> >::size() const [21]
                0.00    0.00  245038/2195230     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [120]
                0.00    0.00  245038/2684045     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [119]
                0.00    0.00  245038/733853      std::allocator<int>::~allocator() [132]
-----------------------------------------------
                0.00    0.00  245038/18771862     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [20]
                0.01    0.00 3900384/18771862     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [16]
                0.03    0.00 14626440/18771862     check(std::vector<int, std::allocator<int> >) [3]
[21]     5.2    0.04    0.00 18771862         std::vector<int, std::allocator<int> >::size() const [21]
-----------------------------------------------
                0.04    0.00 12188700/12188700     check(std::vector<int, std::allocator<int> >) [3]
[22]     5.2    0.04    0.00 12188700         std::vector<int, std::allocator<int> >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.00       1/1950193     std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [104]
                0.03    0.01 1950192/1950193     std::vector<int, std::allocator<int> >::max_size() const [24]
[23]     5.2    0.03    0.01 1950193         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [23]
                0.01    0.00 1950193/1950193     std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [50]
                0.00    0.00 1950193/1950193     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [122]
-----------------------------------------------
                0.00    0.04 1950192/1950192     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [16]
[24]     5.2    0.00    0.04 1950192         std::vector<int, std::allocator<int> >::max_size() const [24]
                0.03    0.01 1950192/1950193     std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [23]
                0.00    0.00 1950192/2195230     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [120]
-----------------------------------------------
                0.00    0.00  245038/6948588     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [20]
                0.01    0.03 6703550/6948588     bool std::operator< <int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [9]
[25]     4.9    0.01    0.03 6948588         std::vector<int, std::allocator<int> >::end() const [25]
                0.03    0.00 6948588/13897176     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [19]
-----------------------------------------------
                0.00    0.00  490076/13897176     int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [79]
                0.01    0.02 13407100/13897176     bool std::lexicographical_compare<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [12]
[26]     3.9    0.01    0.02 13897176         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [26]
                0.02    0.00 13897176/13897176     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [32]
-----------------------------------------------
                0.01    0.02       1/1           main [1]
[27]     3.8    0.01    0.02       1         erat() [27]
                0.00    0.02   78500/78500       std::unordered_set<long long, std::hash<long long>, std::equal_to<long long>, std::allocator<long long> >::insert(long long const&) [39]
-----------------------------------------------
                0.02    0.00  245038/245038      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [29]
[28]     2.9    0.02    0.00  245038         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [28]
                0.00    0.00  245038/1220135     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [53]
-----------------------------------------------
                0.00    0.02  245038/245038      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [20]
[29]     2.9    0.00    0.02  245038         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [29]
                0.02    0.00  245038/245038      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [28]
